@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_green_bkg                            numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green                          numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_red_bkg                        numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_green_bkg                            numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t2_red_bkg                              numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_red                                  numeric
@ATTRIBUTE t5_red_bkg                              numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green                                numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red                                  numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t7_flag                                 numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_green_bkg                            numeric
@ATTRIBUTE t9_red                                  numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_green_bkg                     numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE t11Point5_flag                          numeric
@ATTRIBUTE gal_ndt80_green                         numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_red                           numeric
@ATTRIBUTE gal_ndt80_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_green_bkg            numeric
@ATTRIBUTE ndt80_delete_early_red                  numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE ndt80_delete_mid_green_green_bkg        numeric
@ATTRIBUTE ndt80_delete_mid_green_red              numeric
@ATTRIBUTE ndt80_delete_mid_green_red_bkg          numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t9_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_early_correlation          numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE failed_pcr                              {1,2,3,4,5}
@ATTRIBUTE blast_homology_within_genome            {no,yes}
@ATTRIBUTE overlaps_another_orf                    {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
2297,1154,1871,688,0,2787,1168,1623,514,0,2077,1485,1996,854,0,2759,1346,3565,782,0,2429,1337,2897,963,0,2019,1170,2184,840,0,3132,1023,3454,694,0,2152,1157,4342,3331,0,757,438,811,341,0,1386,857,1699,400,0,0.926,0.882,0.842,0.854,0.89,0.921,0.935,0.921,0.87,0.828,1.257,0.411,0.428,0.466,0.582,0.725,0.605,0.321,0.96,1.45,0.51,0.5,0.56,0.63,0.76,0.98,0.67,?,?,no,11/04/03/01@16/03/03
3042,1240,2490,708,0,3581,1341,2856,586,0,2815,1304,2614,833,0,3283,1365,3479,721,0,3460,1495,3789,959,0,2623,1354,2831,1062,0,4280,1157,5214,822,0,3368,1203,5120,3175,0,1703,431,2292,362,0,2845,913,4565,474,0,0.891,0.965,0.936,0.96,0.933,0.913,0.943,0.933,0.931,0.951,0.976,0.765,0.666,0.63,0.647,0.664,0.596,0.465,1.01,0.98,0.84,0.69,0.69,0.71,0.71,1.11,0.65,?,?,no,01/04@16/19/03
3088,1364,1965,718,0,2839,1088,2130,393,0,1854,1152,1503,567,0,2287,1340,1771,734,0,3543,1558,3604,960,0,2381,1644,2119,1124,0,1539,1036,1394,664,0,9954,1538,7463,3735,0,1746,582,2089,476,0,2007,940,2389,416,0,0.907,0.941,0.9,0.916,0.957,0.891,0.84,0.932,0.914,1.265,0.921,0.656,0.826,0.722,0.612,0.576,0.659,0.477,1.38,1,0.75,0.91,0.75,0.74,0.68,2.25,0.72,?,?,no,11/02/03/04
3774,1316,3471,727,0,4999,1258,3698,455,0,4274,1127,3839,522,0,4727,1398,3009,689,0,11308,1880,8891,1282,0,5538,1639,4143,1182,0,4624,1074,2912,631,0,14297,1702,12753,3649,0,4423,776,3140,531,0,3773,1159,1840,606,0,0.865,0.918,0.927,0.897,0.949,0.939,0.946,0.967,0.961,0.742,1.067,0.886,1.313,1.212,1.264,1.486,1.351,2.062,0.89,1.15,0.94,1.43,1.23,1.31,1.55,1.38,1.39,?,yes,no,14/10@20/09/07/03@20/09/07/05
3650,1168,2968,716,0,4893,1472,3223,742,0,3183,1368,2361,747,0,4462,1442,2440,804,0,4393,1569,2746,1033,0,3189,1296,2224,1054,0,5643,1095,3132,793,0,3803,1332,5431,3333,0,2706,403,2312,345,0,5035,965,2986,429,0,0.93,0.908,0.914,0.94,0.935,0.936,0.907,0.951,0.953,1.037,1.305,1.033,1.743,1.668,1.595,1.768,1.114,1.486,1.1,1.37,1.12,1.84,1.64,1.61,1.94,1.17,1.17,?,?,no,18/02/01/01/01@30/01/05/05/01@30/05@34/11/03/07@42/04/03@42/29@43/01/03/05
2317,1265,1785,797,0,4528,1317,3578,722,0,2249,1218,2120,729,0,2759,1366,2279,726,0,3266,1572,4544,1093,0,1408,1092,1375,809,0,3692,1389,6658,1633,0,7317,1600,8640,3705,0,2975,645,3927,460,0,3124,901,2321,471,0,0.86,0.878,0.895,0.923,0.92,0.64,0.86,0.977,0.945,0.964,0.961,0.612,0.827,0.451,0.298,0.406,0.675,1.147,1.06,1.12,0.74,0.89,0.49,0.55,0.45,1.15,0.67,?,?,no,01/04@16/19/03@20/01/09@20/03/22@20/03/25
5408,1663,4061,979,0,3835,1393,2566,613,0,2702,1133,1925,645,0,3583,2182,2505,1280,0,4038,1596,3652,1041,0,4153,1687,3693,1231,0,1510,1072,944,626,0,4189,1121,5295,3061,0,3823,600,3502,412,0,4748,873,4739,427,0,0.925,0.934,0.923,0.916,0.925,0.955,0.735,0.953,0.948,1.207,1.219,1.117,1.015,0.876,0.973,0.98,1.007,0.85,1.21,1.25,1.22,1.14,0.93,1,1.37,1.37,1.04,?,?,no,01/04@01/05/25@11/02/03/04@14/07/03@30/01/05/01/03@32/01/03@34/11/03/13
3346,1354,2696,842,0,4014,1410,2562,610,0,3240,1490,1683,874,0,4139,1462,1782,739,0,4160,1666,1948,1069,0,3242,1286,1700,892,0,5436,1182,2637,802,0,3708,1084,4660,3018,0,2221,430,792,317,0,6893,975,1853,410,0,0.838,0.888,0.944,0.808,0.895,0.934,0.933,0.944,0.946,0.933,1.202,2.156,2.039,2.606,2.421,2.062,3.704,4.07,1.07,1.33,2.16,2.56,2.83,2.42,2.31,1.59,3.77,?,?,no,14/07/11
3809,1348,2687,686,0,6093,1234,4260,445,0,2803,1210,2190,667,0,4004,2093,3124,1226,0,5368,1906,4690,1284,0,2912,1540,2500,1167,0,2331,1114,1565,738,0,8436,1255,6891,3157,0,4842,718,4497,573,0,4603,1006,5644,486,0,0.865,0.885,0.875,0.883,0.896,0.58,0.86,0.935,0.961,1.01,1.154,0.936,0.897,0.844,0.484,1.197,0.967,0.703,1.22,1.27,1.04,1,1.01,1.02,1.47,1.92,1.05,?,?,no,11/02/03/01/07@11/04/03/01@11/04/03/05@16/03/03
9009,1578,8198,947,0,11837,1279,9378,543,0,9864,1215,8933,647,0,7632,1375,10138,702,0,25656,2444,29226,1987,0,17519,1828,10591,1302,0,10754,1060,4735,655,0,1766,1145,3787,3148,0,3403,600,4627,446,0,3733,875,3661,480,0,0.898,0.936,0.955,0.971,0.97,0.966,0.962,0.967,0.966,0.947,1.131,1.005,0.647,0.826,1.686,2.279,0.647,0.857,1.02,1.19,1.04,0.66,0.85,1.68,2.37,0.97,0.67,?,?,no,10/03/02@11/02/03/04@43/01/03/09
2772,1132,1836,562,0,4708,1134,2862,412,0,2277,1076,1236,568,0,2890,1362,1366,681,0,3949,1378,2067,881,0,2118,1370,1522,1140,0,2461,1149,1413,762,0,3395,1110,4460,3053,0,2564,575,1564,395,0,2016,882,997,419,0,0.895,0.895,0.94,0.947,0.899,0.824,0.928,0.97,0.93,1.116,1.376,1.733,2.168,1.861,1.887,1.898,1.691,1.835,1.28,1.45,1.79,2.23,2.16,1.95,2.01,1.62,1.7,?,?,no,14/07/11@34/11/03/07
2985,1360,1994,807,0,4632,1594,3830,760,0,3069,1492,2102,866,0,3439,1790,1938,1032,0,3973,1588,3228,1063,0,3049,1742,3490,1527,0,2540,1331,2943,1040,0,2624,1517,4542,3438,0,2865,459,2394,363,0,4821,900,2222,465,0,0.909,0.925,0.857,0.897,0.909,0.818,0.87,0.951,0.962,1.336,0.968,1.112,1.804,1.017,0.512,0.58,1.123,2.205,1.36,0.98,1.27,1.82,1.1,0.66,0.63,1,1.18,?,yes,no,01/05@01/20/15@02/01
1552,1106,927,544,0,2167,1102,782,383,0,1589,1228,1009,682,0,1744,1326,1055,697,0,2083,1423,1564,936,0,1370,1126,1006,786,0,1554,1002,1195,623,0,2741,1399,4544,3351,0,1516,566,1287,388,0,1585,919,1591,468,0,0.74,0.783,0.82,0.86,0.654,0.402,0.864,0.945,0.932,0.899,2.214,0.802,1.053,0.505,0.37,0.839,0.98,0.518,1.16,2.66,1.1,1.16,1.05,1.1,0.96,1.12,1.05,?,?,no,01/01/09/07/01
8923,1486,7214,733,0,5253,1382,7042,621,0,6547,1368,5832,798,0,7844,2874,3036,1739,0,15186,1601,3532,926,0,10924,2002,3160,1419,0,3764,1028,1878,626,0,11993,1011,5995,2965,0,9109,588,3860,414,0,17440,834,1284,371,0,0.955,0.935,0.909,0.829,0.913,0.935,0.924,0.953,0.969,1.127,0.565,0.983,3.271,4.697,5.195,2.096,2.392,19.175,1.14,0.6,1.02,3.83,5.21,5.12,2.18,3.62,2.47,?,?,no,20/01/07
3596,1212,3361,692,0,4706,1442,3778,688,0,4098,1384,2250,704,1,5250,1892,3916,1203,0,5385,1628,4464,1109,0,3549,1183,2586,806,0,6066,1309,3523,1008,0,2766,1337,4759,3440,0,4896,658,4530,491,0,4259,1007,4540,503,0,0.93,0.949,0.938,0.913,0.934,0.918,0.941,0.921,0.956,0.802,1.051,2.467,1.18,1.104,1.239,1.766,0.92,0.757,0.89,1.05,1.75,1.23,1.11,1.32,1.89,1.08,1.04,?,?,no,01/04@10/03/01@10/03/03@14/07/03
5614,1387,3949,707,0,6494,1433,3316,597,0,3488,1228,1938,666,0,5710,2558,3151,1468,0,6839,2222,2939,1280,0,3912,1804,2085,1427,0,2235,1216,1204,735,0,7936,1262,6251,3249,0,7798,842,3441,598,0,8068,951,4543,450,0,0.835,0.924,0.861,0.886,0.904,0.666,0.867,0.967,0.941,1.058,1.723,1.491,1.523,2.45,2.067,1.66,2.183,1.741,1.3,1.86,1.77,1.87,2.78,3.2,2.17,2.22,2.44,?,?,no,42/01@43/01/03/05
4248,1724,3526,1160,0,4414,1378,16184,1039,0,4915,1328,5382,830,0,4902,1872,2737,934,0,22068,5338,8782,2186,0,5468,1838,3830,1406,0,4652,1247,4331,892,0,5867,1421,5564,3369,0,6310,732,7395,700,0,7493,984,6798,512,0,0.762,0.896,0.906,0.913,0.928,0.926,0.954,0.959,0.97,0.788,0.179,0.717,1.512,2.468,1.347,0.955,0.8,0.701,1.06,0.2,0.78,1.68,2.53,1.49,0.99,2.02,0.83,?,?,no,01/06/10@14/07/01@20/01/13@20/09/03
3077,1436,1953,702,0,2461,1173,1439,434,0,2252,1220,1658,640,0,3000,1681,2012,871,0,3906,1621,3014,970,0,3600,2228,2965,1688,0,1338,986,866,573,0,8954,1169,9902,3078,0,1785,668,1412,517,0,3427,808,1686,411,0,0.913,0.946,0.928,0.96,0.908,0.897,0.852,0.917,0.978,1.263,1.209,0.915,1.087,1.018,1.01,1.1,1.17,2.079,1.31,1.28,1.01,1.15,1.11,1.07,1.2,1.14,1.24,?,?,no,20/09/16/09/03@43/01/03/09
2973,1241,2166,735,0,3798,1474,1509,709,0,2682,1358,1430,714,0,3259,1392,2106,732,0,3320,1425,1844,859,0,2502,1510,1565,1088,0,3952,1177,2400,849,0,3256,1109,3955,3060,0,1810,468,806,333,0,4488,927,2275,428,0,0.872,0.917,0.947,0.947,0.905,0.823,0.945,0.945,0.97,1.111,3.084,1.909,1.307,1.883,1.897,1.687,2.875,1.882,1.21,2.9,1.84,1.35,1.92,2.07,1.78,2.39,2.83,?,?,no,11/04/01@16/19/03
4813,1484,3284,726,0,3900,1209,5075,487,0,3008,1146,3036,591,0,2472,1442,1793,743,0,7487,1904,5554,1261,0,4761,1551,3147,1024,0,2658,1086,2060,678,0,10513,1401,6704,3580,0,1697,606,1860,470,0,2820,875,4170,430,0,0.867,0.897,0.921,0.92,0.964,0.928,0.896,0.948,0.924,1.087,0.55,0.719,0.957,1.248,1.395,1.01,0.758,0.465,1.3,0.58,0.76,0.98,1.3,1.51,1.13,2.91,0.78,?,?,no,11/02/03/01@11/02/03/04@20/01/27
2420,1168,1661,610,0,4006,1244,3446,516,0,2263,1148,1704,634,0,2728,1386,2678,769,0,3212,1397,3450,914,0,2025,1263,1978,992,0,2517,1102,2310,779,0,3408,1068,5354,2999,0,3414,557,4834,385,1,3415,1007,3192,464,0,0.84,0.925,0.932,0.954,0.95,0.915,0.919,0.884,0.94,0.999,0.883,0.957,0.653,0.699,0.66,0.821,0.595,0.803,1.19,0.94,1.04,0.7,0.71,0.77,0.92,0.99,0.64,?,?,no,01/01/03/05@01/01/13@01/02/07@11/02/03/01@11/02/03/04@18/02/09@20/09/16/09/03
2277,1350,1113,626,0,3523,1115,1135,373,0,1726,1103,1231,567,0,2396,1381,4359,1162,2,3830,1478,25060,1370,0,3317,1385,16224,1123,0,2404,1072,7066,1037,0,5089,1004,20646,3601,0,815,602,844,438,0,4202,640,5980,363,1,0.673,0.944,0.867,0.573,0.927,0.86,0.823,0.788,0.938,1.237,3.183,0.82,0.301,0.096,0.104,0.174,0.412,0.872,1.9,3.16,0.93,0.31,0.09,0.12,0.22,0.23,0.52,?,?,no,01/06/02/01@10/03/02@43/01/03/09
18173,2740,15091,1912,0,10358,1419,9848,698,0,8833,1318,7161,690,0,10826,2166,5909,1284,0,25567,1891,10755,1134,0,11322,1815,5758,1310,0,6826,1204,4405,807,0,31588,1307,33984,3818,0,4851,714,3536,544,0,6283,948,3272,476,0,0.902,0.928,0.959,0.924,0.982,0.924,0.93,0.712,0.917,0.995,0.926,1.138,1.79,2.397,1.949,1.438,0.475,0.997,1.17,0.97,1.16,1.87,2.46,2.13,1.56,1,1.38,?,yes,no,32/01/01@32/07/07
5732,1463,3479,713,0,3393,1195,3660,486,0,4799,1484,2178,879,0,4839,2847,2499,1744,0,7494,1860,3902,1058,0,6629,2146,4919,1710,0,2510,1022,1483,636,0,1377,961,3853,2754,0,4379,580,2097,422,0,3783,746,3278,370,0,0.965,0.924,0.896,0.729,0.896,0.945,0.907,0.934,0.955,1.55,0.639,2.406,1.879,1.796,1.382,1.61,2.224,1.002,1.54,0.69,2.55,2.63,1.98,1.39,1.75,0.37,2.26,?,yes,yes,02/16
7230,1570,5686,791,0,5120,1230,3205,453,0,3732,1160,2698,558,0,3527,1716,2542,1004,0,7337,1805,5129,1166,0,4093,1575,3405,1164,0,2228,1145,1661,730,0,4515,1127,4585,2920,0,3551,598,1951,449,0,5328,866,2425,416,0,0.891,0.905,0.915,0.923,0.915,0.608,0.866,0.943,0.902,1.016,1.238,1.155,1.17,1.279,0.618,1.004,1.876,2.017,1.15,1.41,1.2,1.17,1.39,1.12,1.16,2.03,1.96,?,?,no,01/04@14/07/03@32/01
4095,1458,2733,745,0,4837,1386,4614,634,0,2657,1203,2842,684,0,3512,1934,5271,1592,0,4785,1828,9753,1616,0,3279,1627,5231,1103,0,1550,1082,1845,830,0,2685,1116,5699,3042,0,2603,602,5295,439,0,3895,845,6697,430,0,0.884,0.919,0.893,0.84,0.907,0.895,0.843,0.755,0.969,1.186,0.849,0.627,0.368,0.337,0.348,0.391,0.277,0.47,1.32,0.86,0.67,0.42,0.36,0.4,0.46,0.59,0.41,?,yes,no,20/01/03/01@20/09/18
2753,1209,2282,689,0,3507,1247,2104,569,0,2147,1261,1427,722,0,2886,1605,2021,902,0,4236,1764,4311,1393,0,2203,1275,2345,1069,0,5299,1225,6714,1041,0,2438,1370,4428,3507,0,2718,702,2278,473,0,2238,1030,1790,553,0,0.791,0.92,0.919,0.903,0.952,0.948,0.922,0.967,0.966,0.773,1.423,1.124,1.096,0.778,0.639,0.676,1.087,0.944,0.96,1.47,1.25,1.14,0.84,0.72,0.71,1.15,1.11,?,?,no,11/04/01
3510,1318,3163,800,0,6481,1158,1796,440,0,4336,1225,1503,657,0,4299,1458,1331,769,0,10051,2264,2797,1180,0,2951,1358,1687,1051,0,6490,1857,5051,1321,0,3875,1132,4423,3138,0,3091,676,803,461,0,2169,1015,565,425,0,0.893,0.903,0.948,0.856,0.93,0.869,0.935,0.823,0.602,0.788,3.432,3.622,4.348,4.295,2.174,1.163,5.874,4.136,0.92,3.92,3.67,5.05,4.81,2.5,1.24,2.13,7.06,?,yes,no,12/01/01
2127,1191,1436,637,0,3243,1154,2271,407,0,1943,1053,1288,575,0,2731,1502,1979,870,0,3209,1565,2409,1023,0,3024,1944,2883,1758,0,2004,1098,1578,717,0,5453,1928,6789,3742,0,1734,657,1631,444,0,1660,884,1497,477,0,0.933,0.943,0.879,0.967,0.933,0.932,0.922,0.961,0.946,1.091,1.052,1.072,1.006,1.119,0.916,0.914,0.937,0.673,1.17,1.12,1.24,1.1,1.18,0.96,1.05,1.15,0.9,1,?,yes,10/03/05/01@42/04/05@42/29
2139,1125,1519,587,0,3128,1297,1459,542,0,2120,1210,1265,695,0,2498,1490,3446,924,0,2706,1575,4935,1128,0,1923,1258,2897,1017,0,2280,1082,3704,741,0,4318,1371,7248,3299,0,2767,496,1545,357,0,3849,919,3515,399,0,0.871,0.915,0.936,0.918,0.895,0.844,0.933,0.965,0.976,0.942,1.882,1.477,0.373,0.264,0.297,0.379,1.855,0.932,1.08,1.99,1.59,0.39,0.29,0.35,0.4,0.74,1.91,?,?,no,01/03/04/03@16/19
1837,1150,1170,577,0,2752,1206,2415,667,0,2392,1270,1497,621,0,2467,1372,1403,699,0,4612,1844,3430,1266,0,2319,1360,1794,954,0,6149,1665,5737,1363,1,4805,1566,5157,3473,0,3023,894,2552,672,0,2406,1330,1569,730,0,0.829,0.883,0.933,0.925,0.92,0.841,0.841,0.86,0.856,0.839,0.715,1.206,1.379,1.156,0.897,0.915,0.44,1.025,1.15,0.88,1.28,1.55,1.27,1.14,1.02,1.92,1.13,?,?,no,20/01/01/01/01@34/01/01/01
2857,1681,1827,1068,0,2742,1570,1554,657,0,2172,1303,1400,714,0,3081,1657,2014,910,0,3253,1926,2653,1270,0,2823,1648,2534,1226,0,1587,1162,1092,752,0,1223,1004,3225,2869,0,2233,636,2390,419,0,3857,1036,2935,484,0,0.681,0.843,0.924,0.862,0.819,0.9,0.702,0.968,0.986,1.065,1.195,1.091,1.063,0.798,0.753,0.803,0.789,1.14,1.54,1.3,1.26,1.28,0.95,0.89,1.25,0.61,0.81,?,?,no,01/05@34/11/03/07@40/01@42/01@43/01/03/09
