@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE f3                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g6_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r2_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r5_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g5dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
3359,1854,2465,986,0,4143,2143,3093,1174,0,2298,1210,2152,788,0,2262,995,1919,664,0,2850,1505,2552,1177,0,3092,2061,2399,1340,0,2064,876,1482,635,0,1.02,1.04,0.8,1.01,0.98,0.97,1.4,0.98,0.96,1.25,0.99,1.02,1.03,0.71,1505,2000,1088,1267,1345,1031,1188,1479,1919,1364,1255,1375,1059,847,11/02/01@11/02/03/01@16/03/03
4828,2488,3439,1166,0,3515,2058,2257,1182,0,2960,1530,2890,1082,0,3374,1378,2556,840,0,3095,1624,2267,996,0,4490,2332,4517,1438,0,2832,1086,2052,718,0,1.03,1.36,0.79,1.16,1.16,0.7,1.31,0.97,0.74,1.27,0.86,0.86,1.43,0.76,2340,1457,1430,1996,1471,2158,1746,2273,1075,1808,1716,1271,3079,1334,11/02/03/01/01@11/02/03/04
3865,2542,2340,1305,0,3728,2663,2539,1561,0,2776,1471,2798,1071,0,2643,1373,2208,897,0,2883,1634,2031,1039,0,4000,2638,3516,1712,0,2280,1142,2142,912,0,1.28,1.09,0.76,0.97,1.26,0.75,0.93,0.78,0.92,1.32,1.03,0.79,1.33,1.08,1323,1065,1305,1270,1249,1362,1138,1035,978,1727,1311,992,1804,1230,20/03
3706,2158,2414,995,0,5584,2616,5276,1445,0,3063,1358,2965,877,0,2863,1193,2472,772,0,3306,1557,2810,1157,0,3979,2109,3810,1352,0,2219,888,2138,640,0,1.09,0.77,0.82,0.98,1.06,0.76,0.89,0.92,1.3,1.22,1.02,0.94,1.32,1.12,1548,2968,1705,1670,1749,1870,1331,1419,3831,2088,1700,1653,2458,1498,01/04@14/07/03
4841,2305,3528,1175,0,5108,3032,3939,1969,0,4979,2191,4099,1712,0,4307,1578,3541,1157,0,3542,1619,2471,1040,0,5061,2747,3250,1905,0,3398,1298,2061,888,0,1.08,1.05,1.17,1.14,1.34,1.72,1.79,0.93,0.95,0.85,0.88,0.75,0.58,0.56,2536,2076,2788,2729,1923,2314,2100,2353,1970,2387,2384,1431,1345,1173,01/03/16/01@12/07@32
8952,2178,9812,1141,0,8121,2520,9654,1633,0,10385,1712,20113,1346,0,6533,1215,7032,860,0,4264,1631,3665,1140,0,5347,2122,3447,1530,0,6532,943,3327,649,0,0.78,0.7,0.46,0.86,1.04,1.68,2.09,1.28,1.43,2.17,1.16,0.96,0.6,0.48,6774,5601,8673,5318,2633,3225,5589,8671,8021,18767,6172,2525,1917,2678,01/03/01@01/04
3134,2129,1776,1091,0,4007,2884,3114,2261,0,2780,1710,3007,1298,0,1775,1204,1418,901,0,2590,1757,1576,1085,0,3164,2446,3362,2234,0,1906,974,2336,725,0,1.47,1.32,0.63,1.1,1.7,0.64,0.58,0.68,0.76,1.59,0.91,0.59,1.56,1.72,1005,1123,1070,571,833,718,932,685,853,1709,517,491,1128,1611,01/05/02/04@01/05/02/07
18078,2477,19968,1273,0,12690,2730,11028,1626,0,17352,2105,21737,1643,0,28299,3853,24992,3238,0,10051,1705,6535,1020,0,16525,2635,5695,1729,0,15059,1380,3410,848,0,0.83,1.06,0.76,1.12,1.51,3.5,5.34,1.2,0.94,1.32,0.89,0.66,0.29,0.19,15601,9960,15247,24446,8346,13890,13679,18695,9402,20094,21754,5515,3966,2562,12/01/01
10099,3168,7998,1741,0,7006,2332,5117,1267,0,6601,1349,6677,987,0,6913,1382,6096,996,0,8033,1707,7237,1098,0,12696,2328,7348,1472,0,4629,1106,2445,815,0,1.11,1.21,0.92,1.08,1.03,1.76,2.16,0.9,0.83,1.09,0.93,0.97,0.57,0.46,6931,4674,5252,5531,6326,10368,3523,6257,3850,5690,5100,6139,5876,1630,20/01/01/01@20/03/02/03@34/01/01/03
4415,1960,3404,1031,0,4973,2213,3828,1250,0,2584,1124,1970,765,0,2615,922,1992,629,0,3488,1394,3134,1227,0,3661,2063,3823,1357,0,2457,811,2514,626,0,1.03,1.07,1.21,1.24,1.1,0.65,0.87,0.97,0.93,0.83,0.81,0.91,1.54,1.15,2455,2760,1460,1693,2094,1598,1646,2373,2578,1205,1363,1907,2466,1888,14/10@20/09/13@20/09/18
6552,1832,5356,938,0,9277,2182,6982,1128,0,4368,1210,3323,806,0,4832,1015,3480,667,0,5678,1379,4969,1134,0,6841,2129,5849,1307,0,4779,845,4192,603,0,1.07,1.21,1.25,1.36,1.12,1.04,1.1,0.93,0.83,0.8,0.74,0.89,0.96,0.91,4720,7095,3158,3817,4299,4712,3934,4418,5854,2517,2813,3835,4542,3589,14/13
4331,2534,2735,1223,0,3247,2097,1923,1083,0,2294,1321,1828,910,0,2061,1202,1495,716,0,3263,1545,2387,932,0,3471,2115,3008,1249,0,2534,986,2582,741,3,1.19,1.37,1.06,1.1,1.18,0.77,0.84,0.84,0.73,0.94,0.91,0.85,1.3,1.19,1797,1150,973,859,1718,1356,1548,1512,840,918,779,1455,1759,1841,10/01/05/01
4899,1772,4114,928,0,4357,2074,3324,1200,0,3003,1321,2073,975,0,2689,1088,1469,746,0,4603,1619,3689,1761,0,5584,2150,3178,1612,0,2509,852,1933,675,0,0.98,1.07,1.53,2.21,1.55,2.19,1.32,1.02,0.93,0.65,0.45,0.65,0.46,0.76,3127,2283,1682,1601,2984,3434,1657,3186,2124,1098,723,1928,1566,1258,11/02/03/01/07@11/04/02@11/04/03/01@11/04/03/05@16/03/03
6717,2327,6132,1213,0,7466,2787,6630,1652,0,4914,1696,4585,1195,0,6003,1389,4749,932,0,4320,1650,3453,1176,0,5531,2368,4436,1610,0,5149,1253,2933,867,0,0.89,0.94,0.95,1.21,1.17,1.12,1.89,1.12,1.06,1.05,0.83,0.85,0.89,0.53,4390,4679,3218,4614,2670,3163,3896,4919,4978,3390,3817,2277,2826,2066,20/09/07@20/09/18
3575,2403,2214,1336,0,4164,3259,2783,2148,0,2627,1877,2262,1517,0,2123,1434,1662,1008,0,2561,1710,1914,1210,0,3423,2895,3085,2056,0,1727,1152,1383,760,0,1.33,1.43,1.01,1.05,1.21,0.51,0.92,0.75,0.7,0.99,0.95,0.83,1.96,1.09,1172,905,750,689,851,528,575,878,635,745,654,704,1029,623,10/03/01/01/09@10/03/04/03
2880,1793,1929,870,0,3292,1938,2420,974,0,1970,1114,2149,759,0,1680,925,1326,622,0,2850,1350,2912,1154,0,3371,1984,3528,1264,0,1508,754,1624,571,0,1.03,0.94,0.62,1.07,0.85,0.61,0.72,0.97,1.06,1.61,0.93,1.18,1.64,1.39,1087,1354,856,755,1500,1387,754,1059,1446,1390,704,1758,2264,1053,14/04@20/01/10@20/09/07/05
20778,2371,22511,1473,0,19282,2869,21169,1903,0,16883,2257,26157,2052,0,14236,1493,16815,1124,0,19341,1721,20152,1296,0,12593,2705,7487,1806,0,17714,1213,6081,801,0,0.87,0.85,0.61,0.81,0.93,1.74,3.13,1.15,1.18,1.64,1.23,1.08,0.57,0.32,18407,16413,14626,12743,17620,9888,16501,21038,19266,24105,15691,18856,5681,5280,12/01/01
5486,2498,4415,1266,0,4648,2409,3747,1338,0,4030,1319,3778,1080,0,4000,1260,3094,802,0,5007,2114,4447,1381,0,4534,2364,5592,1461,0,3417,1122,3018,923,0,0.95,0.93,1,1.2,0.94,0.53,1.1,1.05,1.08,1,0.83,1.06,1.89,0.91,2988,2239,2711,2740,2893,2170,2295,3149,2409,2698,2292,3066,4131,2095,20/09/14@42/04/03
4548,2275,3461,1130,0,4750,2706,3411,1658,0,5198,2267,4329,1728,0,4076,1682,3552,1271,0,3768,1777,2820,1116,0,4754,2708,4657,1954,0,3210,1418,2341,1004,0,0.98,1.17,1.13,1.05,1.17,0.76,1.34,1.02,0.85,0.88,0.95,0.85,1.32,0.75,2273,2044,2931,2394,1991,2046,1792,2331,1753,2601,2281,1704,2703,1337,10/03/01/01/01@11/02/03/01/01@11/02/03/04
2309,1718,1198,886,0,2582,1930,1471,1032,0,1343,1054,1074,713,0,1302,954,922,653,0,2229,1356,1905,1278,0,2875,2036,3036,1496,0,1217,777,1378,597,0,1.89,1.49,0.8,1.29,1.39,0.54,0.56,0.53,0.67,1.25,0.78,0.72,1.85,1.79,591,652,289,348,873,839,440,312,439,361,269,627,1540,781,20/01/03/01@20/09/18
6944,1833,5173,891,0,11066,2298,9419,1208,0,5141,1228,4211,794,0,5549,971,3952,623,0,5666,1386,4414,1190,0,6238,1832,3116,1128,0,4902,836,2037,580,0,1.19,1.07,1.15,1.38,1.33,2.22,2.79,0.84,0.93,0.87,0.72,0.75,0.45,0.36,5111,8768,3913,4578,4280,4406,4066,4282,8211,3417,3329,3224,1988,1457,14/04@16/01@20/01/10
3945,2245,2638,1045,0,4544,2462,3752,1343,0,3003,1417,2748,937,0,2885,1153,2092,707,0,3298,1462,2411,1072,0,3828,2203,3954,1395,0,3836,940,6915,718,0,1.07,0.86,0.88,1.25,1.37,0.64,0.47,0.93,1.16,1.14,0.8,0.73,1.56,2.13,1700,2082,1586,1732,1836,1625,2896,1593,2409,1811,1385,1339,2559,6197,01/01/09/04@01/01/09/05@01/05@02/16
3236,2040,1832,942,0,3473,2595,2112,1578,0,3594,2032,2892,1599,0,2572,1626,2078,1185,0,2234,1410,1672,1088,0,3226,2554,3494,1998,0,1928,1057,1924,818,0,1.34,1.64,1.21,1.06,1.41,0.45,0.79,0.75,0.61,0.83,0.94,0.71,2.22,1.27,1196,878,1562,946,824,672,871,890,534,1293,893,584,1496,1106,01/06/05@02/25
5064,2374,4104,1187,0,4798,2633,3675,1517,0,13905,2140,18209,1701,0,4339,1575,3011,1136,0,2551,1385,1905,1022,0,4377,2381,3005,1827,0,3229,1061,2080,766,0,0.92,1,0.71,1.47,1.32,1.69,1.65,1.09,1,1.41,0.68,0.76,0.59,0.61,2690,2165,11765,2764,1166,1996,2168,2917,2158,16508,1875,883,1178,1314,01/04/04@10/03/01@16/01@18/02/01/02/05@34/11/03/07@40/01
9224,2462,8868,1143,0,9167,2568,9123,1478,0,10321,1694,11681,1211,0,9269,1400,6235,928,0,10644,2042,7000,1180,0,9363,2444,5832,1507,0,10256,4292,8093,2834,0,0.88,0.86,0.82,1.48,1.48,1.6,1.13,1.14,1.16,1.22,0.68,0.68,0.63,0.88,6762,6599,8627,7869,8602,6919,5964,7725,7645,10470,5307,5820,4325,5259,01/05/03/03/04@34/11/03/07@42/01
6621,2410,6026,1309,0,5455,2568,4440,1545,0,17929,5799,22658,8993,1,7845,2056,6875,1833,0,3199,1596,2419,1039,0,5478,2574,4842,1862,0,5452,1142,3422,773,0,0.89,1,0.89,1.15,1.16,0.97,1.63,1.12,1,1.12,0.87,0.86,1.03,0.61,4211,2887,12130,5789,1603,2904,4310,4717,2895,13665,5042,1380,2980,2649,14/07/11@14/13/01/01@30
6554,2390,5754,1044,0,4826,2733,3421,1617,0,8541,2218,6538,1733,0,6535,1554,3552,1058,0,3906,1616,2152,1019,0,5749,2602,3656,1803,0,4683,1268,1980,854,0,0.88,1.16,1.32,2,2.02,1.7,3.03,1.14,0.86,0.76,0.5,0.5,0.59,0.33,4164,2093,6323,4981,2290,3147,3415,4710,1804,4805,2494,1133,1853,1126,20/01/13@42/01
2747,1937,1559,992,0,3569,2374,2340,1336,0,1912,1298,1702,930,0,1938,1202,1477,819,0,2422,1790,1863,1224,0,3035,2141,2859,1447,0,1768,937,1773,687,0,1.43,1.19,0.8,1.12,0.99,0.63,0.77,0.7,0.84,1.25,0.89,1.01,1.59,1.3,810,1195,614,736,632,894,831,567,1004,772,658,639,1412,1086,10/03/01
4924,1861,5005,945,0,5538,2414,5764,1405,0,5674,1536,7825,1168,0,4457,1181,4439,808,0,3962,1555,3597,1231,0,3936,2325,2877,1579,0,4227,903,2938,652,0,0.75,0.72,0.62,0.9,1.02,1.24,1.45,1.33,1.39,1.61,1.11,0.98,0.81,0.69,3063,3124,4138,3276,2407,1611,3324,4060,4359,6657,3631,2366,1298,2286,01/06/06/11@16/21/07
22119,2066,23361,1255,0,18503,2435,16275,1460,0,15744,1419,13814,1251,0,20106,1076,11826,772,0,22641,1400,13840,1255,0,21706,2176,12537,1766,0,15566,1033,3723,780,0,0.91,1.08,1.14,1.72,1.69,1.81,4.94,1.1,0.93,0.88,0.58,0.59,0.55,0.2,20053,16068,14325,19030,21241,19530,14533,22106,14815,12563,11054,12585,10771,2943,12/01/01@12/07
10110,2459,8360,1290,0,9563,2486,7488,1401,0,5048,1504,4394,1041,0,7166,1378,5728,898,0,7784,2126,5995,1332,0,8922,2258,6367,1373,0,5852,1322,4371,1124,0,1.08,1.16,1.06,1.2,1.21,1.33,1.4,0.93,0.86,0.94,0.83,0.83,0.75,0.71,7651,7077,3544,5788,5658,6664,4530,7070,6087,3353,4830,4663,4994,3247,02/13
3023,1556,2135,773,0,3903,1859,3226,956,0,1872,1028,1754,649,0,2049,862,1430,547,0,5953,1288,5124,1263,0,6512,1980,4846,1244,0,1906,752,2040,574,0,1.08,0.9,0.76,1.34,1.21,1.26,0.79,0.93,1.11,1.32,0.75,0.83,0.79,1.27,1467,2044,844,1187,4665,4532,1154,1362,2270,1105,883,3861,3602,1466,12/01/01
2973,2073,1878,1072,0,3687,2556,2880,1464,0,2018,1320,2000,972,0,1732,1045,1636,714,0,2301,1498,2460,1260,0,2867,2149,3123,1458,0,1716,878,2498,662,0,1.12,0.8,0.68,0.75,0.67,0.43,0.46,0.89,1.25,1.47,1.33,1.49,2.33,2.17,900,1131,698,687,803,718,838,806,1416,1028,922,1200,1665,1836,01/04@14/04@16/19/03@20/09/04
14258,2123,15331,1141,0,13121,2486,13427,1399,0,8509,1518,8703,1122,0,8256,1205,7018,826,0,7786,1747,6241,1649,0,11177,2092,7773,1432,0,7406,864,5513,666,0,0.86,0.88,0.92,1.14,1.32,1.43,1.35,1.16,1.14,1.09,0.88,0.76,0.7,0.74,12135,10635,6991,7051,6039,9085,6542,14190,12028,7581,6192,4592,6341,4847,01/06/06@14/07/02@42/01
3136,2144,1997,1129,0,3779,2554,2660,1489,0,2963,1599,3033,1264,0,2201,1272,1670,881,0,2580,1539,1977,1212,0,2988,2140,2678,1476,0,2111,968,2008,687,0,1.14,1.05,0.77,1.18,1.36,0.71,0.87,0.88,0.95,1.3,0.85,0.74,1.41,1.15,992,1225,1364,929,1041,848,1143,868,1171,1769,789,765,1202,1321,01/04@14/07/03@30/01/05/01/03@30/05@34/11/03/07@34/11/12@43/01/03/05
6016,2233,5231,1222,0,7211,2721,7464,1659,0,5423,1648,6213,1203,0,5361,1396,4265,884,0,4301,1713,3165,1188,0,5515,2411,3791,1513,0,4915,1196,2588,813,0,0.94,0.77,0.75,1.17,1.31,1.36,2.1,1.06,1.3,1.33,0.85,0.76,0.74,0.48,3783,4490,3775,3965,2588,3104,3719,4009,5805,5010,3381,1977,2278,1775,01/01@01/05@01/20/31
3445,1918,2599,999,0,3610,2247,2872,1300,0,3558,1461,3936,1123,0,2566,1122,1625,748,0,2584,1353,1775,1149,0,3245,2056,2439,1550,0,2328,787,1416,564,0,0.95,0.87,0.75,1.65,1.97,1.34,1.81,1.05,1.15,1.33,0.61,0.51,0.75,0.55,1527,1363,2097,1444,1231,1189,1541,1600,1572,2813,877,626,889,852,11/04/01@16/19/03
3396,2409,1846,1225,0,4124,2981,2657,1877,0,3544,2312,3579,1870,0,2099,1413,1486,1002,0,2986,1592,2094,1075,0,3656,2672,3173,1942,0,1796,1074,1238,806,0,1.59,1.47,0.72,1.42,1.37,0.8,1.67,0.63,0.68,1.39,0.7,0.73,1.25,0.6,987,1143,1232,686,1394,984,722,621,780,1709,484,1019,1231,432,20/09/07/03
6888,2533,6076,1220,0,5141,2617,3901,1550,0,7666,1740,8118,1303,0,7789,1983,5969,1506,0,4355,1645,3061,1097,0,5944,2150,4748,1387,0,4836,1364,3139,905,0,0.9,1.07,0.87,1.3,1.38,1.13,1.55,1.11,0.93,1.15,0.77,0.72,0.88,0.65,4355,2524,5926,5806,2710,3794,3472,4856,2351,6815,4463,1964,3361,2234,14/04@16/01@20/01/10@20/03@20/09/05
4679,1802,3371,924,0,5801,2036,4481,1052,0,2764,1163,2461,804,0,3162,987,2563,648,0,3609,1139,3312,1118,0,5211,2028,4451,1264,0,2962,820,2684,632,0,1.18,1.1,0.97,1.14,1.13,1,1.04,0.85,0.91,1.03,0.88,0.88,1,0.96,2877,3765,1601,2175,2470,3183,2142,2447,3429,1657,1915,2194,3187,2052,01/04@16/19/03@20/01/13@20/03/25
5632,2193,5376,1175,0,5698,2482,5968,1520,0,4867,1465,5574,1107,0,3337,1081,2604,755,0,4351,1719,3635,1664,0,3838,2220,2456,1568,0,3868,864,1642,695,0,0.82,0.72,0.76,1.22,1.34,1.82,3.17,1.22,1.39,1.32,0.82,0.75,0.55,0.32,3439,3216,3402,2256,2632,1618,3004,4201,4448,4467,1849,1971,888,947,01/01@01/03/01@01/05/06/07@01/05/13/03@01/07/01@02/04@11/06/02@16/21/07
5792,2582,4626,1254,0,4577,2577,3257,1551,0,5588,1833,6500,1535,0,5334,1569,7111,1306,0,3838,1702,4286,1027,0,4693,2565,4415,1600,0,3519,1292,4401,884,0,0.95,1.17,0.76,0.65,0.66,0.76,0.63,1.05,0.85,1.32,1.54,1.52,1.32,1.59,3210,2000,3755,3765,2136,2128,2227,3372,1706,4965,5805,3259,2815,3517,14/04@20/01/01/01/01@20/09/18@34/01/01/01
5821,2470,4536,1188,0,4619,2674,3449,1557,0,3819,1666,3476,1262,0,4725,1619,4405,1158,0,4271,1528,3704,986,0,5226,2428,4919,1618,0,3068,1162,2704,762,0,1,1.03,0.97,0.96,1.01,0.85,0.98,1,0.97,1.03,1.04,0.99,1.18,1.02,3351,1945,2153,3106,2743,2798,1906,3348,1892,2214,3247,2718,3301,1942,11/02/03/04
3138,2405,1542,1082,0,3785,2528,3044,1940,0,2419,1847,2076,1504,0,2114,1445,1695,1108,0,2763,1713,1753,902,0,3561,2767,4806,2610,0,1897,1142,10802,980,0,1.59,1.14,1,1.14,1.23,0.36,0.08,0.63,0.88,1,0.88,0.81,2.78,12.5,733,1257,572,669,1050,794,755,460,1104,572,587,851,2196,9822,01/05/06/07@01/07/01@02/16/13@02/45@42/01
