@relation R_data_frame

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute unlabelledlabels string

@data
0.208887,0.242521,0.320952,0.928406,0.459478,0.470878,0.397651,0.457662,0.614578,0.256978,0.587666,0.49446,0.651926,0.448506,0.60531,0.613127,0.447829,0.438366,0.548104,0.673213,0.531361,0.457618,0.61053,0.587723,0.54773,0.634102,0.505534,0.502626,0.601587,0.6363,0.421114,0.459203,0.557739,0.502838,0.630955,0.672163,0.479146,0.567803,0.647369,0.523882,0.560731,0.491717,0.673438,0.636583,0.567042,0.481624,0.588833,0.509527,0.504711,0.355508,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0010628@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.404617,0.526233,0.427499,0.894539,0.551182,0.380938,0.193526,0.504728,0.203535,0.620315,0.609716,0.33937,0.610914,0.484643,0.455398,0.629285,0.465145,0.387363,0.468102,0.735129,0.39819,0.463252,0.769,0.667778,0.672149,0.553426,0.570263,0.499828,0.565584,0.534104,0.347985,0.585682,0.650902,0.548675,0.494744,0.704714,0.462622,0.543857,0.62245,0.538874,0.611988,0.45191,0.648569,0.503336,0.507066,0.188401,0.590792,0.575653,0.411781,0.364312,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0006397@GO0006396@GO0006259@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006260@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0006508@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0051336@GO0051345@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0048609@GO0007399@GO0051704@GO0042127@GO0008284@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.039575,0.065167,0.500789,0.937381,0.572084,0.44277,0.410477,0.463675,0.723973,0.432932,0.596029,0.425183,0.649804,0.459541,0.522099,0.679637,0.45768,0.476489,0.380824,0.624097,0.582467,0.467353,0.614711,0.586678,0.603181,0.544511,0.496313,0.512436,0.622269,0.480315,0.431186,0.513541,0.538134,0.554534,0.570455,0.655165,0.516329,0.546542,0.618662,0.515176,0.604185,0.472873,0.66983,0.548385,0.5482,0.400798,0.590803,0.494516,0.488237,0.37216,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.115542,0.107091,0.375516,0.8699,0.147754,0.432859,0.479667,0.524408,0.629583,0.187907,0.641484,0.440043,0.676022,0.454372,0.502042,0.651231,0.456911,0.427916,0.439671,0.663926,0.568471,0.424811,0.627571,0.570866,0.612188,0.500038,0.53542,0.515879,0.635225,0.523146,0.366193,0.552499,0.502586,0.54963,0.532985,0.654885,0.55995,0.548719,0.639247,0.536988,0.578077,0.458025,0.617986,0.46022,0.531671,0.459768,0.585373,0.518404,0.488013,0.352312,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0007165@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0050790@GO0065009@GO0043085@GO0044093@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0051336@GO0051345@GO0043087@GO0043547
0.115401,0.196811,0.630195,0.909843,0.495559,0.448331,0.466304,0.477538,0.693197,0.455777,0.610207,0.431329,0.653798,0.441547,0.551707,0.666789,0.458653,0.478858,0.523642,0.65081,0.585467,0.404257,0.624791,0.573008,0.573444,0.548363,0.537189,0.514899,0.619198,0.530282,0.376454,0.528939,0.511409,0.535581,0.498857,0.651863,0.563923,0.552943,0.614996,0.519465,0.57187,0.457879,0.609398,0.558332,0.560782,0.429056,0.579814,0.503133,0.48503,0.353013,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.08849,0.13736,0.624652,0.886331,0.493358,0.465309,0.378346,0.508543,0.652871,0.489572,0.615643,0.419539,0.654557,0.436767,0.528024,0.656876,0.472105,0.456076,0.481697,0.665034,0.581238,0.433205,0.623491,0.597288,0.591199,0.537089,0.531217,0.523914,0.620724,0.497685,0.392222,0.504234,0.345981,0.507487,0.56215,0.641305,0.565599,0.55312,0.625938,0.514728,0.562658,0.470084,0.61276,0.556663,0.560929,0.46079,0.581328,0.495694,0.490205,0.349114,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.402663,0.055993,0.322339,0.578144,0.793633,0.290553,0.607147,0.724234,0.613281,0.344579,0.645482,0.878735,0.846645,0.676897,0.114164,0.358306,0.45451,0.223516,0.812979,0.63168,0.638509,0.208976,0.605814,0.22124,0.942712,0.019319,0.532035,0.192242,0.723495,0.644829,0.425786,0.728632,0.475717,0.56127,0.911333,0.674235,0.512902,0.679456,0.662197,0.583543,0.517507,0.225038,0.71044,0.490018,0.62066,0.243983,0.64254,0.691577,0.709339,0.401618,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0007165@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0051336@GO0051345@GO0022610@GO0007155@GO0007186@GO0042127@GO0008284@GO0010628@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.111395,0.174717,0.62183,0.900129,0.500204,0.440946,0.504115,0.467181,0.718461,0.435472,0.606246,0.429081,0.638842,0.425415,0.527381,0.669326,0.46601,0.466623,0.533756,0.670917,0.593391,0.422207,0.63063,0.597791,0.598385,0.548656,0.51971,0.517,0.617014,0.517584,0.385529,0.543897,0.603832,0.526592,0.459599,0.64492,0.569534,0.538309,0.624716,0.52241,0.557409,0.466685,0.623018,0.552969,0.564705,0.406821,0.570052,0.503639,0.484587,0.357789,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.129063,0.225291,0.573257,0.946397,0.548049,0.504495,0.46171,0.506627,0.673612,0.463781,0.622377,0.463257,0.675623,0.43758,0.513777,0.645174,0.464375,0.481954,0.546086,0.642144,0.6089,0.421105,0.624086,0.631326,0.613607,0.571319,0.557883,0.529015,0.584937,0.540686,0.372024,0.538275,0.489462,0.529751,0.55646,0.646363,0.488541,0.568764,0.619652,0.505205,0.537992,0.486523,0.593794,0.543361,0.580148,0.459075,0.587053,0.524318,0.487188,0.351706,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.09201,0.134013,0.621875,0.880326,0.498692,0.460767,0.38666,0.517881,0.652466,0.486909,0.615412,0.412034,0.653352,0.432638,0.525516,0.657685,0.47246,0.456494,0.488257,0.667518,0.586542,0.439167,0.627732,0.59916,0.590837,0.541128,0.5302,0.51795,0.618749,0.491075,0.395833,0.508207,0.351376,0.502677,0.564496,0.644072,0.565536,0.55448,0.623911,0.513626,0.562929,0.470961,0.614143,0.558385,0.560555,0.45862,0.581308,0.499805,0.490986,0.349574,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.121917,0.206031,0.630562,0.908813,0.498313,0.480645,0.452773,0.50269,0.682462,0.47327,0.613926,0.404944,0.644787,0.462614,0.545576,0.655799,0.461501,0.467001,0.547558,0.648883,0.578638,0.424038,0.613166,0.601051,0.599814,0.531158,0.529022,0.526037,0.618014,0.521211,0.387196,0.518745,0.454023,0.52793,0.528311,0.653691,0.554073,0.552819,0.624695,0.52013,0.556266,0.465395,0.611363,0.557327,0.559472,0.447563,0.57735,0.506657,0.47909,0.351678,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.536833,0.792679,0.455422,0.942375,0.487482,0.59371,0.381508,0.670172,0.613274,0.378746,0.6955,0.384907,0.667268,0.432382,0.447668,0.722664,0.472633,0.477095,0.18037,0.697878,0.70254,0.467614,0.582554,0.585148,0.854309,0.61488,0.602374,0.491298,0.608202,0.703081,0.344256,0.584189,0.57359,0.537966,0.437239,0.692507,0.564609,0.543676,0.632427,0.489092,0.593538,0.471253,0.676727,0.44746,0.53112,0.656281,0.59087,0.451958,0.517494,0.29221,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0006397@GO0008380@GO0006396@GO0006259@GO0051276@GO0006310@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006260@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006508@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0042981@GO0043067@GO0010941@GO0051336@GO0051345@GO0007062@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0007186@GO0048609@GO0007399@GO0051704@GO0042127@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0032259@GO0055085@GO0043066@GO0043069@GO0060548@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.191864,0.250652,0.436206,0.901875,0.345633,0.594418,0.467873,0.489241,0.598731,0.183169,0.652417,0.395659,0.656147,0.442346,0.514257,0.66216,0.460087,0.466419,0.526078,0.66105,0.579996,0.412936,0.604626,0.606237,0.587776,0.541192,0.531982,0.521308,0.621347,0.501827,0.38092,0.499696,0.495551,0.523924,0.602874,0.646049,0.450974,0.549054,0.622374,0.533319,0.524838,0.46371,0.531054,0.27132,0.49661,0.44978,0.553773,0.509424,0.513246,0.331246,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0050790@GO0065009@GO0043085@GO0044093@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006811@GO0051336@GO0051345@GO0022414@GO0048609@GO0007399@GO0055085@GO0043087@GO0043547
0.256917,0.216999,0.319979,0.871233,0.628057,0.344699,0.559527,0.18733,0.345189,0.685678,0.477644,0.410838,0.557754,0.533523,0.650686,0.709312,0.80851,0.389278,0.492541,0.685088,0.581905,0.448912,0.845596,0.605836,0.624319,0.43202,0.486858,0.54333,0.652232,0.457009,0.435951,0.57071,0.338143,0.550949,0.284644,0.816785,0.445644,0.599062,0.581221,0.597932,0.530469,0.447953,0.606,0.487234,0.606415,0.234174,0.590378,0.606147,0.386282,0.362899,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016043@GO0071840@GO0006259@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0071702@GO0071705@GO0006508@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0051336@GO0051345@GO0022610@GO0007155@GO0051704@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.058432,0.036336,0.480752,0.897797,0.598812,0.385388,0.440552,0.456269,0.736285,0.437913,0.681047,0.365885,0.671462,0.40926,0.504486,0.617241,0.471142,0.451012,0.403297,0.671849,0.572404,0.410435,0.616938,0.602537,0.605852,0.529853,0.525743,0.555265,0.645061,0.506573,0.370322,0.520862,0.532893,0.545133,0.543317,0.634964,0.530597,0.513609,0.667114,0.500956,0.61771,0.470024,0.677049,0.545927,0.555337,0.378496,0.588775,0.495804,0.522228,0.366964,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.15614,0.17593,0.349522,0.900323,0.205168,0.531743,0.534396,0.536492,0.757431,0.755741,0.615178,0.425234,0.645608,0.454145,0.535401,0.645305,0.450746,0.454831,0.469611,0.63463,0.602242,0.425828,0.614544,0.598814,0.635561,0.554945,0.547684,0.53203,0.609665,0.483392,0.36361,0.552024,0.562782,0.551883,0.537324,0.636354,0.481064,0.563045,0.629629,0.511576,0.52404,0.459004,0.584073,0.565562,0.565694,0.431879,0.577807,0.506133,0.47802,0.345768,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0007165@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.112349,0.193618,0.63477,0.905721,0.493592,0.458809,0.413934,0.49506,0.673301,0.475838,0.614857,0.417904,0.657363,0.438058,0.533275,0.663308,0.472618,0.469651,0.526533,0.662205,0.583334,0.428284,0.615102,0.595563,0.594526,0.537505,0.533541,0.522532,0.6148,0.512757,0.39104,0.514212,0.409688,0.519235,0.537498,0.649113,0.563103,0.555898,0.626309,0.519522,0.564468,0.466125,0.616726,0.557608,0.559299,0.448514,0.577319,0.500081,0.48776,0.352546,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.07733,0.19507,0.593472,0.975449,0.505448,0.438592,0.501799,0.479776,0.695672,0.444833,0.606094,0.419606,0.653028,0.443692,0.535022,0.661465,0.46967,0.472646,0.529677,0.658506,0.58499,0.429993,0.618623,0.598164,0.594869,0.538088,0.531159,0.514749,0.618277,0.537915,0.372256,0.537742,0.588084,0.545921,0.496813,0.648278,0.557724,0.546125,0.620869,0.52601,0.578125,0.466413,0.620605,0.559793,0.561067,0.472613,0.581597,0.50944,0.482917,0.350072,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.114216,0.193596,0.588201,0.928293,0.53412,0.441861,0.470859,0.533759,0.680706,0.444624,0.557188,0.395349,0.66536,0.433019,0.540829,0.657157,0.468077,0.473208,0.535499,0.664182,0.587843,0.40438,0.618775,0.582859,0.560867,0.545309,0.549988,0.510534,0.620066,0.519602,0.379187,0.524618,0.46947,0.540502,0.517705,0.654978,0.519376,0.568523,0.597041,0.485924,0.595612,0.452206,0.626282,0.548425,0.560937,0.43128,0.578396,0.514982,0.438364,0.356052,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
