@relation R_data_frame

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute labelledlabels string

@data
0.16378,0.240096,0.408171,0.928881,0.222186,0.430993,0.445754,0.498531,0.655922,0.244621,0.612903,0.420437,0.632073,0.417399,0.540822,0.655087,0.458451,0.466406,0.506583,0.562686,0.574926,0.440292,0.644975,0.526968,0.555194,0.543912,0.551194,0.519323,0.58285,0.451009,0.368706,0.539816,0.530211,0.540484,0.5124,0.643146,0.578937,0.567952,0.651259,0.521291,0.562594,0.478812,0.651179,0.645499,0.585981,0.483605,0.590602,0.507002,0.451842,0.348222,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0007165@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.035835,0.05404,0.497424,0.932837,0.570132,0.436404,0.39828,0.479322,0.714739,0.433446,0.549352,0.430101,0.665553,0.468315,0.52531,0.644921,0.437327,0.437395,0.398913,0.687313,0.588076,0.429118,0.609281,0.597407,0.605857,0.549457,0.502348,0.524718,0.642995,0.415837,0.443956,0.450462,0.546984,0.53681,0.521454,0.626364,0.524601,0.554327,0.601737,0.540027,0.60718,0.479578,0.664817,0.565477,0.54625,0.417287,0.573874,0.524477,0.452773,0.367493,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.392076,0.568218,0.446393,0.963368,0.616329,0.719379,0.715573,0.393738,0.695109,0.447247,0.645482,0.477306,0.695194,0.305064,0.438139,0.648652,0.500869,0.407714,0.428543,0.79885,0.454437,0.560137,0.63931,0.520416,0.11708,0.307263,0.421085,0.530089,0.646158,0.384284,0.396619,0.448951,0.499502,0.51368,0.508042,0.684489,0.611101,0.525704,0.571253,0.497727,0.642275,0.509202,0.721288,0.527617,0.584578,0.742707,0.589046,0.513114,0.388964,0.308424,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0050790@GO0065009@GO0043085@GO0044093@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0051336@GO0051345@GO0007399@GO0043087@GO0043547
0.044356,0.065903,0.485345,0.936988,0.58393,0.450039,0.40555,0.462106,0.729969,0.431401,0.546953,0.403344,0.664567,0.462909,0.494541,0.673291,0.456131,0.469036,0.384903,0.68407,0.587815,0.432288,0.613838,0.593011,0.597924,0.52828,0.513983,0.524237,0.639369,0.499527,0.376146,0.519154,0.527944,0.532168,0.546546,0.622934,0.474805,0.54883,0.629776,0.512374,0.60909,0.488338,0.675339,0.566895,0.538918,0.374793,0.562562,0.520165,0.467668,0.373112,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.071705,0.073745,0.515605,0.898469,0.57236,0.525739,0.454913,0.540334,0.678978,0.466428,0.617597,0.399055,0.63497,0.486253,0.581854,0.679924,0.446519,0.473092,0.407414,0.636483,0.575063,0.432339,0.628067,0.60357,0.59308,0.509938,0.477656,0.515368,0.637871,0.504256,0.399651,0.508489,0.457715,0.536972,0.597123,0.633772,0.490162,0.575328,0.637737,0.496439,0.555264,0.480667,0.620585,0.551104,0.555611,0.428515,0.582823,0.514947,0.462825,0.34656,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.539988,0.882896,0.637922,0.985379,0.506713,0.383223,0.736495,0.432807,0.786252,0.366281,0.597681,0.45589,0.649615,0.440385,0.515814,0.619211,0.451879,0.38696,0.26396,0.668039,0.590751,0.455833,0.645149,0.602372,0.590619,0.554257,0.520482,0.527347,0.623553,0.467906,0.419464,0.494357,0.367527,0.512948,0.537875,0.646844,0.552735,0.538563,0.619418,0.546417,0.563491,0.460114,0.590462,0.592175,0.548706,0.301351,0.544565,0.530543,0.447499,0.433816,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0006397@GO0006396@GO0006259@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0051336@GO0051345@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0048609@GO0007399@GO0051704@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0055085@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.091321,0.117832,0.52821,0.913467,0.578932,0.394064,0.459345,0.501753,0.675506,0.460437,0.625371,0.378749,0.68245,0.429123,0.49492,0.663696,0.461498,0.474639,0.461848,0.651565,0.618517,0.419234,0.594269,0.604607,0.60119,0.528003,0.502332,0.52806,0.625112,0.508193,0.388004,0.518254,0.49192,0.526787,0.547348,0.642497,0.515983,0.555505,0.640203,0.506583,0.605417,0.473647,0.674452,0.568911,0.542678,0.43403,0.555678,0.500141,0.490341,0.352159,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.093862,0.081636,0.473099,0.899937,0.611541,0.387276,0.452517,0.437573,0.662734,0.475024,0.575885,0.385318,0.653919,0.453929,0.469235,0.619277,0.480835,0.50274,0.446577,0.699453,0.545391,0.444529,0.667973,0.599358,0.635463,0.528449,0.521595,0.512408,0.628131,0.491231,0.371021,0.533182,0.54779,0.518902,0.549619,0.663198,0.517808,0.581908,0.62309,0.50359,0.61164,0.488458,0.690014,0.562365,0.534046,0.423915,0.553137,0.453097,0.526141,0.367504,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.117332,0.196708,0.624956,0.909756,0.498078,0.45835,0.495797,0.459707,0.710993,0.444102,0.592422,0.425446,0.662059,0.431729,0.540611,0.655123,0.471072,0.475452,0.534197,0.659658,0.593487,0.43104,0.619286,0.610572,0.591549,0.541804,0.534611,0.504459,0.6083,0.526601,0.359942,0.529027,0.579765,0.550562,0.494244,0.671161,0.553964,0.540368,0.622581,0.521848,0.565151,0.456199,0.61059,0.558829,0.565555,0.407632,0.576986,0.504225,0.48946,0.350714,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.08834,0.137433,0.624654,0.886597,0.493245,0.46545,0.378154,0.50838,0.652964,0.489578,0.615619,0.419543,0.654487,0.436862,0.527857,0.656636,0.472084,0.455698,0.481977,0.665078,0.581334,0.433204,0.623513,0.597116,0.591416,0.536906,0.530934,0.52379,0.620531,0.497824,0.39237,0.50441,0.345795,0.507644,0.562154,0.641328,0.565518,0.55295,0.626061,0.51466,0.562642,0.470157,0.612727,0.556553,0.560951,0.460843,0.581324,0.49568,0.490153,0.349134,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.126789,0.22575,0.637808,0.91818,0.492646,0.454809,0.457114,0.468429,0.692946,0.460989,0.605768,0.426452,0.655206,0.43532,0.539386,0.66035,0.469901,0.477563,0.552633,0.65512,0.585138,0.422907,0.615025,0.597876,0.595508,0.535517,0.52924,0.520416,0.616358,0.522831,0.376099,0.524273,0.504429,0.534606,0.508969,0.658334,0.566495,0.545558,0.621687,0.524075,0.566934,0.465325,0.607599,0.562064,0.559646,0.437387,0.577593,0.501397,0.485545,0.351755,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.215932,0.1206,0.320965,0.844028,0.695088,0.380295,0.46101,0.341114,0.719721,0.458716,0.69127,0.39923,0.5088,0.62153,0.486846,0.727946,0.963691,0.423078,0.481741,0.655196,0.721,0.491398,0.505327,0.489001,0.551157,0.693625,0.540059,0.551262,0.687727,0.560304,0.392377,0.676191,0.296068,0.564086,0.36061,0.732566,0.383359,0.501088,0.627654,0.719161,0.532145,0.401174,0.749748,0.489319,0.627573,0.412679,0.595432,0.452052,0.384987,0.262725,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.104903,0.205044,0.570525,0.962227,0.540549,0.464585,0.483011,0.514753,0.673529,0.451661,0.620065,0.433392,0.660814,0.414744,0.533738,0.633901,0.487991,0.497372,0.54518,0.663992,0.557046,0.453637,0.606537,0.591134,0.547015,0.51618,0.525168,0.519314,0.595497,0.512995,0.357183,0.529321,0.502305,0.533936,0.520873,0.666196,0.52171,0.571101,0.592429,0.503902,0.538403,0.503654,0.622873,0.543572,0.576166,0.488764,0.587025,0.532461,0.496702,0.347216,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.080695,0.180331,0.566449,0.967025,0.516347,0.429628,0.471024,0.458994,0.622333,0.491703,0.595118,0.415221,0.638955,0.451179,0.556327,0.650387,0.474766,0.473322,0.537077,0.690119,0.556563,0.443295,0.650192,0.591523,0.62209,0.537848,0.532918,0.518597,0.610205,0.542184,0.372139,0.55006,0.525686,0.533251,0.593008,0.553738,0.60963,0.496039,0.584796,0.515243,0.576034,0.467669,0.620544,0.558546,0.571245,0.509527,0.578689,0.476152,0.507068,0.309926,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.159874,0.244031,0.577181,0.920041,0.545423,0.430437,0.436576,0.420564,0.608001,0.521517,0.6008,0.431332,0.639064,0.45907,0.576216,0.656544,0.452943,0.498192,0.545989,0.678057,0.546804,0.392939,0.6646,0.546822,0.560491,0.584147,0.539291,0.496456,0.574904,0.499986,0.359059,0.510978,0.480414,0.518667,0.558675,0.664421,0.584,0.542973,0.648706,0.533372,0.557527,0.498575,0.639217,0.557632,0.561821,0.512553,0.567945,0.468277,0.549786,0.358859,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.198171,0.135594,0.330847,0.879495,0.717995,0.377167,0.317015,0.48506,0.664365,0.402827,0.594124,0.730869,0.674348,0.700806,0.312277,0.49985,0.229805,0.299456,0.692623,0.59497,0.774802,0.52221,0.729491,0.835596,0.354092,0.62924,0.565596,0.516427,0.710948,0.39505,0.310268,0.403024,0.519674,0.501004,0.29684,0.614531,0.551915,0.480871,0.539511,0.52683,0.52456,0.47328,0.58913,0.571747,0.596685,0.451271,0.58792,0.520566,0.505453,0.327926,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0071702@GO0071705@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0051336@GO0051345@GO0022610@GO0007155@GO0010628@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.105751,0.194263,0.613529,0.930975,0.503107,0.441639,0.506077,0.462697,0.684042,0.453959,0.602028,0.441258,0.664959,0.435338,0.527875,0.659286,0.468159,0.470436,0.526291,0.648534,0.591855,0.424757,0.59595,0.598627,0.588667,0.51654,0.539675,0.517355,0.609246,0.533321,0.385606,0.545066,0.587839,0.54067,0.488308,0.669199,0.555604,0.536141,0.634531,0.519832,0.570709,0.47817,0.602491,0.572165,0.557588,0.440751,0.558743,0.490245,0.478877,0.337834,GO0009987@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.049685,0.042822,0.489708,0.914007,0.587343,0.433344,0.425654,0.500091,0.718053,0.4191,0.537555,0.459049,0.687685,0.479091,0.462975,0.64763,0.460295,0.425116,0.413891,0.68362,0.578978,0.401126,0.613282,0.556474,0.62709,0.480498,0.525975,0.504841,0.631972,0.523923,0.402403,0.56124,0.532591,0.541941,0.592863,0.646979,0.500256,0.557118,0.639516,0.522609,0.604608,0.484247,0.669442,0.563926,0.532106,0.380447,0.575879,0.511788,0.438979,0.375649,GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090
0.072836,0.154714,0.545214,0.961339,0.548981,0.427158,0.433022,0.47974,0.69181,0.446319,0.626062,0.423882,0.643717,0.443799,0.611777,0.677122,0.460472,0.449803,0.48863,0.671332,0.591885,0.441245,0.612997,0.607143,0.609335,0.510977,0.507495,0.507524,0.62015,0.515678,0.37634,0.543555,0.504925,0.528543,0.539498,0.654408,0.541733,0.580471,0.626074,0.503029,0.587305,0.479556,0.657054,0.544484,0.559239,0.435963,0.584362,0.509773,0.49489,0.342562,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.301579,0.282908,0.30272,0.8738,0.759423,0.437132,0.298798,0.587802,0.739149,0.345554,0.041661,0.345202,0.746558,0.422265,0.523964,0.590653,0.478343,0.364751,0.519114,0.835684,0.541296,0.23751,0.570748,0.560276,0.625792,0.537259,0.551414,0.634625,0.670778,0.541685,0.376691,0.59991,0.437778,0.494485,0.428412,0.623274,0.611479,0.569108,0.638801,0.537434,0.517395,0.520125,0.545808,0.569572,0.545641,0.476526,0.664348,0.438563,0.602925,0.330448,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006397@GO0008380@GO0006396@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0051336@GO0051345@GO0022610@GO0007155@GO0007399@GO0051704@GO0042127@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0055085@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.106071,0.079444,0.430855,0.898296,0.643333,0.49555,0.485567,0.437574,0.632397,0.481746,0.629412,0.461354,0.646989,0.419599,0.559946,0.671521,0.460313,0.484042,0.426834,0.717442,0.621496,0.492301,0.626941,0.592474,0.704055,0.566408,0.580346,0.545151,0.610664,0.494415,0.391977,0.545401,0.573409,0.544842,0.603928,0.63687,0.442372,0.557302,0.624731,0.504276,0.570686,0.487117,0.619965,0.560503,0.544327,0.443791,0.566907,0.450978,0.565949,0.384156,GO0006810@GO0051234@GO0051179
